blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk
B,10,20000,3.818,0.79,0,0.204199,0.202554,0.0167546,0.0123155,-0.0124368,-0.0167256,0.0865705,-0.00579634,0.0860402,0.0109777,0.00151031,0.00175739,0.00984135,0.00990988,0.0640331,0.019302,0.0189649,0.00480702,0.0048293,2.61306E-07,2.65507E-07,0.00386251,0.00383216,4.4366E-07,0,9.71576E-05,0,0.204194,0.204196,9.34719
A,10,20000,3.818,0.79,1,0.213149,0.212736,0.0149868,0.0141242,-0.0141506,-0.0149638,0.0865387,-0.00618497,0.0864043,0.0109829,0.00150952,0.00177271,0.00985936,0.00990709,0.064088,0.019315,0.0189056,0.00476433,0.00476522,2.47038E-07,2.47549E-07,0.00384748,0.003833,3.53764E-06,1.67323E-07,0.000274352,5.96663E-05,0.213148,0.213149,3.79958
B,10,20000,3.818,0.79,1,0.204199,0.202554,0.0167546,0.0123155,-0.0124368,-0.0167256,0.0865705,-0.00579634,0.0860402,0.0109777,0.00151031,0.00175739,0.00984135,0.00990988,0.0640331,0.019302,0.0189649,0.00480702,0.0048293,2.61306E-07,2.65507E-07,0.00386251,0.00383216,4.4366E-07,0,9.71576E-05,0,0.204194,0.204196,9.34719
A,10,20000,3.818,0.79,4,0.213148,0.212737,0.0149869,0.014124,-0.0141504,-0.0149644,0.0865384,-0.0061847,0.0864048,0.0109829,0.00150951,0.00177271,0.0098594,0.00990705,0.0640883,0.0193149,0.0189054,0.00476434,0.00476522,2.47042E-07,2.47545E-07,0.00384751,0.003833,3.53739E-06,1.67311E-07,0.000274331,5.96617E-05,0.213147,0.213147,3.80033
B,10,20000,3.818,0.79,4,0.280913,0.295096,0.192182,-0.00016665,0.000111173,-0.1956,0.0696803,-0.0027363,0.0872871,0.00972137,0.00151118,0.00174255,0.00943404,0.0102678,0.0641682,0.0182963,0.0198123,0.215901,0.214339,1.50759E-05,1.49319E-05,0.00423171,0.00383221,0.879807,0,0.136822,0,0.281014,0.280908,9.01733
A,10,20000,3.818,1,0,0.213147,0.212735,0.0149875,0.0141234,-0.01415,-0.0149643,0.0865386,-0.00618502,0.0864043,0.0109829,0.00150952,0.00177271,0.00985937,0.00990709,0.064088,0.019315,0.0189056,0.00476434,0.00476523,2.4704E-07,2.4755E-07,0.00384749,0.003833,3.5376E-06,1.67321E-07,0.00027435,5.96659E-05,0.213147,0.213147,3.79999
B,10,20000,3.818,1,0,0.19771,0.196482,0.0173491,0.0117177,-0.011866,-0.0173076,0.0862197,-0.00562361,0.0861739,0.010975,0.00151167,0.00174659,0.0097937,0.0099452,0.0640394,0.0191997,0.0190529,0.00484314,0.00486037,2.7257E-07,2.78281E-07,0.00387445,0.00383176,7.12517E-07,0,0.000123126,0,0.197702,0.197706,11.8605
A,10,20000,3.818,1,1,0.213147,0.212735,0.0149875,0.0141234,-0.01415,-0.0149643,0.0865386,-0.00618502,0.0864043,0.0109829,0.00150952,0.00177271,0.00985937,0.00990709,0.064088,0.019315,0.0189056,0.00476434,0.00476523,2.4704E-07,2.4755E-07,0.00384749,0.003833,3.5376E-06,1.67321E-07,0.00027435,5.96659E-05,0.213147,0.213147,3.79999
B,10,20000,3.818,1,1,0.19771,0.196482,0.0173491,0.0117177,-0.011866,-0.0173076,0.0862197,-0.00562361,0.0861739,0.010975,0.00151167,0.00174659,0.0097937,0.0099452,0.0640394,0.0191997,0.0190529,0.00484314,0.00486037,2.7257E-07,2.78281E-07,0.00387445,0.00383176,7.12517E-07,0,0.000123126,0,0.197702,0.197706,11.8605
A,10,20000,3.818,1,4,0.213148,0.212734,0.0149881,0.0141226,-0.0141492,-0.0149656,0.0865393,-0.00618437,0.086404,0.0109829,0.00150951,0.00177272,0.00985942,0.00990703,0.0640878,0.0193152,0.0189056,0.00476434,0.00476523,2.47046E-07,2.47546E-07,0.00384752,0.003833,3.53812E-06,1.67345E-07,0.000274288,5.96522E-05,0.213148,0.213147,3.8003
B,10,20000,3.818,1,4,0.253782,0.248881,0.194121,-0.000174156,0.000455226,-0.201716,0.0526552,7.4614E-05,0.0862674,0.00848047,0.00136161,0.00156176,0.0090648,0.0101562,0.0632204,0.0166118,0.0206329,0.265459,0.270614,1.90824E-05,2.02748E-05,0.00469252,0.00358802,1.09683,0,0.152696,0,0.253831,0.253806,9.0832
