blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk,p_rail
F1,0,1000,1.4142,1,3,0.214178,0.213223,0.0146303,0.0144836,-0.0144922,-0.0146224,0.0866975,-0.00643182,0.0862798,0.0109833,0.00150945,0.00177557,0.00986071,0.00990883,0.0640046,0.0193603,0.0189461,0.00476285,0.00476312,2.45281E-07,2.45566E-07,0.0038444,0.00383305,4.85319E-07,0,0.000101617,0,0.214178,0.214178,1.38008,3.23208
F2,0,1000,1.4142,1,3,0.209023,0.208321,0.0272315,0.00295938,-0.00310139,-0.0270901,0.0865129,-0.00618084,0.0862796,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.0065754,0.00654259,3.35665E-07,3.34482E-07,0.00384745,0.00383304,0.0139793,0,0.0172463,0,0.208835,0.20894,1.37954,3.23208
B,0,1000,1.4142,1,3,0.214224,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640046,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45533E-07,0.0038444,0.00383305,9.9261E-09,0,1.45325E-05,0,0.214224,0.214224,1.38008,3.23208
A,0,1000,1.4142,1,4,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.39708,3.23208
F1,0,1000,1.4142,1,4,0.214178,0.213223,0.0146303,0.0144836,-0.0144922,-0.0146224,0.0866975,-0.00643182,0.0862798,0.0109833,0.00150945,0.00177557,0.00986071,0.00990883,0.0640046,0.0193603,0.0189461,0.00476285,0.00476312,2.45281E-07,2.45566E-07,0.0038444,0.00383305,4.85319E-07,0,0.000101617,0,0.214178,0.214178,1.38008,3.23208
F2,0,1000,1.4142,1,4,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640046,0.0193603,0.0189461,0.00476292,0.00476294,2.45263E-07,2.45536E-07,0.0038444,0.00383305,2.29554E-08,0,2.21001E-05,0,0.21422,0.214221,1.38008,3.23208
B,0,1000,1.4142,1,4,0.209023,0.208321,0.0272315,0.00295938,-0.0031014,-0.0270901,0.0865129,-0.00618084,0.0862796,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.0065754,0.00654259,3.35665E-07,3.34482E-07,0.00384745,0.00383304,0.0139793,0,0.0172462,0,0.208835,0.20894,1.37954,3.23208
A,0,1000,1.4142,1,5,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.39709,3.22992
F1,0,1000,1.4142,1,5,0.208906,0.208162,0.0255304,0.00431322,-0.00444412,-0.0253999,0.0865335,-0.00621308,0.0862799,0.0109789,0.00150945,0.00177552,0.00986073,0.0099088,0.0640045,0.0193598,0.0189466,0.00613732,0.00611125,3.14359E-07,3.13468E-07,0.00384676,0.00383304,0.0106763,0,0.0150717,0,0.208761,0.208841,1.37955,3.22992
F2,0,1000,1.4142,1,5,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640046,0.0193603,0.0189461,0.00476292,0.00476294,2.45263E-07,2.45536E-07,0.0038444,0.00383305,2.29556E-08,0,2.21002E-05,0,0.21422,0.214221,1.38009,3.22992
B,0,1000,1.4142,1,5,0.214224,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640046,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45533E-07,0.0038444,0.00383305,9.92619E-09,0,1.45326E-05,0,0.214224,0.214224,1.38009,3.22992
A,0,1000,1.4142,1,6,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.39712,3.22566
F1,0,1000,1.4142,1,6,0.211145,0.21027,0.019279,0.0099439,-0.0100101,-0.0192151,0.0866259,-0.00633717,0.08628,0.0109822,0.00150945,0.00177556,0.00986072,0.00990881,0.0640045,0.01936,0.0189464,0.00502487,0.00501999,2.59479E-07,2.59527E-07,0.00384489,0.00383304,0.00206403,0,0.00662688,0,0.211108,0.211136,1.37981,3.22566
F2,0,1000,1.4142,1,6,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476292,0.00476294,2.45263E-07,2.45536E-07,0.0038444,0.00383305,2.29573E-08,0,2.2101E-05,0,0.214221,0.214221,1.38012,3.22566
B,0,1000,1.4142,1,6,0.214224,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45534E-07,0.0038444,0.00383305,9.92691E-09,0,1.45331E-05,0,0.214224,0.214225,1.38012,3.22566
A,0,1000,2.8284,1,0,0.213766,0.21333,0.0147045,0.0144072,-0.0144253,-0.0146896,0.0865712,-0.00642123,0.0863955,0.0109832,0.00150944,0.0017756,0.00986075,0.00990877,0.0640821,0.0193202,0.0189087,0.00476253,0.00476359,2.45584E-07,2.45763E-07,0.0038445,0.00383306,0,0,0,0,0.213765,0.213766,2.81073,3.2248
F1,0,1000,2.8284,1,0,0.214016,0.213084,0.0147029,0.0144095,-0.0144268,-0.0146872,0.0866769,-0.00642117,0.086288,0.0109831,0.00150944,0.00177557,0.00986068,0.00990872,0.0640094,0.0193565,0.0189443,0.00476277,0.00476328,2.45526E-07,2.45815E-07,0.00384438,0.003833,1.94088E-06,0,0.000203212,0,0.214015,0.214016,2.79334,3.2248
F2,0,1000,2.8284,1,0,0.21418,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866803,-0.00642324,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193565,0.0189443,0.0047628,0.00476282,2.4544E-07,2.45706E-07,0.00384439,0.003833,9.18028E-08,0,4.41956E-05,0,0.21418,0.21418,2.79335,3.2248
B,0,1000,2.8284,1,0,0.214196,0.21325,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866806,-0.00642343,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193566,0.0189443,0.0047628,0.0047628,2.45431E-07,2.45697E-07,0.00384439,0.003833,3.96962E-08,0,2.9062E-05,0,0.214195,0.214196,2.79335,3.2248
A,0,1000,2.8284,1,1,0.213766,0.21333,0.0147045,0.0144072,-0.0144254,-0.0146896,0.0865712,-0.00642123,0.0863955,0.0109832,0.00150944,0.0017756,0.00986075,0.00990877,0.0640821,0.0193202,0.0189087,0.00476253,0.00476359,2.45584E-07,2.45764E-07,0.0038445,0.00383306,0,0,0,0,0.213766,0.213766,2.8107,3.5713
F1,0,1000,2.8284,1,1,0.234684,0.23383,0.0482502,4.28567E-09,-2.07188E-08,-0.048253,0.0859023,-0.00590784,0.0862827,0.0108963,0.0015094,0.00177533,0.00986073,0.00990858,0.0640093,0.0193547,0.0189461,0.0144649,0.0144584,7.41732E-07,7.42444E-07,0.00385731,0.00383297,0.0559179,0,0.0344927,0,0.234346,0.234541,2.79237,3.5713
F2,0,1000,2.8284,1,1,0.234684,0.23383,0.0482502,4.28567E-09,-2.07188E-08,-0.048253,0.0859023,-0.00590784,0.0862827,0.0108963,0.0015094,0.00177533,0.00986073,0.00990858,0.0640093,0.0193547,0.0189461,0.0144649,0.0144584,7.41732E-07,7.42444E-07,0.00385731,0.00383297,0.0559179,0,0.0344927,0,0.234346,0.234541,2.79237,3.5713
B,0,1000,2.8284,1,1,0.234684,0.23383,0.0482502,4.28577E-09,-2.07189E-08,-0.048253,0.0859023,-0.00590784,0.0862827,0.0108963,0.0015094,0.00177533,0.00986073,0.00990858,0.0640093,0.0193547,0.0189461,0.0144649,0.0144584,7.41732E-07,7.42444E-07,0.00385731,0.00383297,0.0559179,0,0.0344926,0,0.234346,0.234541,2.79237,3.5713
A,0,1000,2.8284,1,2,0.213766,0.21333,0.0147045,0.0144072,-0.0144253,-0.0146896,0.0865712,-0.00642123,0.0863955,0.0109832,0.00150944,0.0017756,0.00986075,0.00990877,0.0640821,0.0193202,0.0189087,0.00476253,0.00476359,2.45584E-07,2.45763E-07,0.0038445,0.00383306,0,0,0,0,0.213765,0.213766,2.81073,3.34029
F1,0,1000,2.8284,1,2,0.23472,0.233791,0.0482524,5.59446E-09,-1.99908E-08,-0.0482551,0.0859027,-0.00590783,0.0862832,0.0108964,0.0015094,0.00177534,0.00986073,0.00990858,0.0640093,0.0193547,0.0189461,0.014466,0.0144558,7.41782E-07,7.42309E-07,0.00385738,0.00383297,0.055915,0,0.0344918,0,0.234349,0.234612,2.79253,3.34029
F2,0,1000,2.8284,1,2,0.21418,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866803,-0.00642324,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193565,0.0189443,0.0047628,0.00476282,2.4544E-07,2.45706E-07,0.00384439,0.003833,9.18028E-08,0,4.41956E-05,0,0.21418,0.21418,2.79335,3.34029
B,0,1000,2.8284,1,2,0.214196,0.21325,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866806,-0.00642343,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193566,0.0189443,0.0047628,0.0047628,2.45431E-07,2.45697E-07,0.00384439,0.003833,3.96962E-08,0,2.9062E-05,0,0.214195,0.214196,2.79335,3.34029
A,0,1000,2.8284,1,3,0.213766,0.21333,0.0147045,0.0144072,-0.0144253,-0.0146896,0.0865712,-0.00642123,0.0863955,0.0109832,0.00150944,0.0017756,0.00986075,0.00990877,0.0640821,0.0193202,0.0189087,0.00476253,0.00476359,2.45584E-07,2.45763E-07,0.0038445,0.00383306,0,0,0,0,0.213765,0.213766,2.81073,3.34029
F1,0,1000,2.8284,1,3,0.214016,0.213084,0.0147029,0.0144095,-0.0144268,-0.0146872,0.0866769,-0.00642117,0.086288,0.0109831,0.00150944,0.00177557,0.00986068,0.00990872,0.0640094,0.0193565,0.0189443,0.00476277,0.00476328,2.45526E-07,2.45815E-07,0.00384438,0.003833,1.94088E-06,0,0.000203212,0,0.214015,0.214016,2.79334,3.34029
F2,0,1000,2.8284,1,3,0.23472,0.233791,0.0482524,5.59551E-09,-1.99899E-08,-0.0482551,0.0859027,-0.00590783,0.0862832,0.0108964,0.0015094,0.00177534,0.00986073,0.00990858,0.0640093,0.0193547,0.0189461,0.014466,0.0144558,7.41782E-07,7.42308E-07,0.00385738,0.00383297,0.055915,0,0.0344917,0,0.234349,0.234612,2.79253,3.34029
B,0,1000,2.8284,1,3,0.214196,0.21325,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866806,-0.00642343,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193566,0.0189443,0.0047628,0.0047628,2.45431E-07,2.45697E-07,0.00384439,0.003833,3.96962E-08,0,2.9062E-05,0,0.214195,0.214196,2.79335,3.34029
A,0,1000,2.8284,1,4,0.213766,0.21333,0.0147045,0.0144072,-0.0144253,-0.0146896,0.0865712,-0.00642123,0.0863955,0.0109832,0.00150944,0.0017756,0.00986075,0.00990877,0.0640821,0.0193202,0.0189087,0.00476253,0.00476359,2.45584E-07,2.45763E-07,0.0038445,0.00383306,0,0,0,0,0.213765,0.213766,2.81073,3.34029
F1,0,1000,2.8284,1,4,0.214016,0.213084,0.0147029,0.0144095,-0.0144268,-0.0146872,0.0866769,-0.00642117,0.086288,0.0109831,0.00150944,0.00177557,0.00986068,0.00990872,0.0640094,0.0193565,0.0189443,0.00476277,0.00476328,2.45526E-07,2.45815E-07,0.00384438,0.003833,1.94088E-06,0,0.000203212,0,0.214015,0.214016,2.79334,3.34029
F2,0,1000,2.8284,1,4,0.21418,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866803,-0.00642324,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193565,0.0189443,0.0047628,0.00476282,2.4544E-07,2.45706E-07,0.00384439,0.003833,9.18028E-08,0,4.41956E-05,0,0.21418,0.21418,2.79335,3.34029
B,0,1000,2.8284,1,4,0.23472,0.233791,0.0482524,5.59512E-09,-1.99905E-08,-0.0482551,0.0859027,-0.00590783,0.0862832,0.0108964,0.0015094,0.00177534,0.00986073,0.00990858,0.0640093,0.0193547,0.0189461,0.014466,0.0144558,7.41782E-07,7.42308E-07,0.00385738,0.00383297,0.0559149,0,0.0344917,0,0.234349,0.234612,2.79253,3.34029
A,0,1000,2.8284,1,5,0.213766,0.21333,0.0147045,0.0144072,-0.0144253,-0.0146896,0.0865712,-0.00642123,0.0863955,0.0109832,0.00150944,0.0017756,0.00986075,0.00990877,0.0640821,0.0193202,0.0189087,0.00476253,0.00476359,2.45584E-07,2.45763E-07,0.0038445,0.00383306,0,0,0,0,0.213765,0.213766,2.81073,3.29695
F1,0,1000,2.8284,1,5,0.217886,0.217028,0.0421625,1.97046E-07,-2.72809E-07,-0.0421646,0.0860009,-0.00597406,0.0862839,0.0109285,0.0015094,0.0017754,0.00986073,0.00990859,0.0640093,0.0193547,0.0189461,0.0116064,0.0115878,5.96093E-07,5.95984E-07,0.00385437,0.00383297,0.042701,0,0.0301419,0,0.217586,0.217799,2.79247,3.29695
F2,0,1000,2.8284,1,5,0.21418,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866803,-0.00642324,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193565,0.0189443,0.0047628,0.00476282,2.4544E-07,2.45706E-07,0.00384439,0.003833,9.18028E-08,0,4.41956E-05,0,0.21418,0.21418,2.79335,3.29695
B,0,1000,2.8284,1,5,0.214196,0.21325,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866806,-0.00642343,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193566,0.0189443,0.0047628,0.0047628,2.45431E-07,2.45697E-07,0.00384439,0.003833,3.96962E-08,0,2.9062E-05,0,0.214195,0.214196,2.79335,3.29695
A,0,1000,2.8284,1,6,0.213766,0.21333,0.0147045,0.0144072,-0.0144253,-0.0146896,0.0865712,-0.00642123,0.0863955,0.0109832,0.00150944,0.0017756,0.00986075,0.00990877,0.0640821,0.0193202,0.0189087,0.00476253,0.00476359,2.45584E-07,2.45763E-07,0.0038445,0.00383306,0,0,0,0,0.213765,0.213766,2.81073,3.22847
F1,0,1000,2.8284,1,6,0.202132,0.201424,0.0241457,0.00548186,-0.00561028,-0.0240225,0.0863898,-0.00623109,0.0862893,0.0109784,0.00150942,0.00177554,0.0098607,0.00990865,0.0640094,0.0193554,0.0189454,0.00582172,0.00579816,3.03094E-07,3.02251E-07,0.00384645,0.00383299,0.00825394,0,0.013252,0,0.202037,0.202122,2.79272,3.22847
F2,0,1000,2.8284,1,6,0.21418,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866803,-0.00642324,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193565,0.0189443,0.0047628,0.00476282,2.4544E-07,2.45706E-07,0.00384439,0.003833,9.18021E-08,0,4.41955E-05,0,0.21418,0.21418,2.79335,3.22847
B,0,1000,2.8284,1,6,0.214196,0.21325,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866806,-0.00642343,0.0862881,0.0109831,0.00150944,0.00177557,0.00986067,0.00990872,0.0640094,0.0193566,0.0189443,0.0047628,0.0047628,2.45431E-07,2.45697E-07,0.00384439,0.003833,3.96959E-08,0,2.90619E-05,0,0.214195,0.214196,2.79335,3.22847
A,0,1000,3.818,1,0,0.213589,0.213172,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865485,-0.00641373,0.0864046,0.010983,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.4603E-07,0.00384449,0.00383301,0,0,0,0,0.213588,0.213589,3.80003,3.22476
F1,0,1000,3.818,1,0,0.213839,0.212931,0.0147536,0.0143575,-0.0143809,-0.0147324,0.0866543,-0.00641368,0.086297,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193524,0.0189423,0.00476274,0.0047634,2.45797E-07,2.46085E-07,0.00384436,0.00383295,3.53628E-06,0,0.000274299,0,0.213837,0.213839,3.78233,3.22476
F2,0,1000,3.818,1,0,0.214136,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866604,-0.00641648,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193524,0.0189423,0.00476266,0.00476268,2.45634E-07,2.45892E-07,0.00384437,0.00383295,1.67265E-07,0,5.96559E-05,0,0.214135,0.214136,3.78235,3.22476
B,0,1000,3.818,1,0,0.214164,0.213235,0.0145887,0.0145236,-0.0145438,-0.0145685,0.086661,-0.00641673,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193525,0.0189423,0.00476266,0.00476266,2.45619E-07,2.45876E-07,0.00384437,0.00383295,7.23267E-08,0,3.92284E-05,0,0.214163,0.214164,3.78235,3.22476
A,0,1000,3.818,1,1,0.213589,0.213171,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865486,-0.00641373,0.0864045,0.010983,0.00150942,0.0017756,0.00986071,0.00990865,0.0640874,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.46031E-07,0.00384448,0.00383301,0,0,0,0,0.213589,0.213589,3.80001,3.97988
F1,0,1000,3.818,1,1,0.269896,0.268875,0.0651186,-4.48368E-07,4.35983E-07,-0.0651235,0.0851801,-0.00571005,0.0862938,0.0107898,0.00150935,0.00177513,0.0098607,0.00990837,0.0640145,0.0193491,0.0189457,0.0248343,0.024849,1.29871E-06,1.30131E-06,0.00386857,0.00383288,0.101896,0,0.0465617,0,0.269444,0.269666,3.78097,3.97988
F2,0,1000,3.818,1,1,0.269896,0.268875,0.0651186,-4.48368E-07,4.35983E-07,-0.0651235,0.0851801,-0.00571005,0.0862938,0.0107898,0.00150935,0.00177513,0.0098607,0.00990837,0.0640145,0.0193491,0.0189457,0.0248343,0.024849,1.29871E-06,1.30131E-06,0.00386857,0.00383288,0.101896,0,0.0465617,0,0.269444,0.269666,3.78097,3.97988
B,0,1000,3.818,1,1,0.269896,0.268875,0.0651186,-4.48368E-07,4.35983E-07,-0.0651235,0.0851801,-0.00571005,0.0862938,0.0107898,0.00150935,0.00177513,0.0098607,0.00990837,0.0640145,0.0193491,0.0189457,0.0248343,0.024849,1.29871E-06,1.30131E-06,0.00386857,0.00383288,0.101895,0,0.0465617,0,0.269444,0.269666,3.78097,3.97988
A,0,1000,3.818,1,2,0.213589,0.213172,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865485,-0.00641373,0.0864046,0.010983,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.4603E-07,0.00384449,0.00383301,0,0,0,0,0.213588,0.213589,3.80003,3.47642
F1,0,1000,3.818,1,2,0.270006,0.268773,0.0651248,-2.8434E-07,3.24096E-07,-0.0651295,0.0851812,-0.00571011,0.0862953,0.01079,0.00150935,0.00177516,0.00986068,0.00990835,0.0640146,0.0193491,0.0189456,0.0248376,0.0248395,1.29885E-06,1.30081E-06,0.00386876,0.00383288,0.101884,0,0.0465591,0,0.269464,0.26988,3.78114,3.47642
F2,0,1000,3.818,1,2,0.214136,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866604,-0.00641648,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193524,0.0189423,0.00476266,0.00476268,2.45634E-07,2.45892E-07,0.00384437,0.00383295,1.67265E-07,0,5.9656E-05,0,0.214135,0.214136,3.78235,3.47642
B,0,1000,3.818,1,2,0.214164,0.213235,0.0145887,0.0145236,-0.0145438,-0.0145685,0.086661,-0.00641673,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193525,0.0189423,0.00476266,0.00476266,2.45619E-07,2.45876E-07,0.00384437,0.00383295,7.23267E-08,0,3.92284E-05,0,0.214163,0.214164,3.78235,3.47642
A,0,1000,3.818,1,3,0.213589,0.213172,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865485,-0.00641373,0.0864046,0.010983,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.4603E-07,0.00384449,0.00383301,0,0,0,0,0.213588,0.213589,3.80003,3.47642
F1,0,1000,3.818,1,3,0.213839,0.212931,0.0147536,0.0143575,-0.0143809,-0.0147324,0.0866543,-0.00641368,0.086297,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193524,0.0189423,0.00476274,0.0047634,2.45797E-07,2.46085E-07,0.00384436,0.00383295,3.53628E-06,0,0.000274299,0,0.213837,0.213839,3.78233,3.47642
F2,0,1000,3.818,1,3,0.270006,0.268773,0.0651248,-2.84339E-07,3.24097E-07,-0.0651295,0.0851812,-0.00571011,0.0862953,0.01079,0.00150935,0.00177516,0.00986068,0.00990835,0.0640146,0.0193491,0.0189456,0.0248376,0.0248395,1.29885E-06,1.30081E-06,0.00386876,0.00383288,0.101884,0,0.0465591,0,0.269464,0.26988,3.78114,3.47642
B,0,1000,3.818,1,3,0.214164,0.213235,0.0145887,0.0145236,-0.0145438,-0.0145685,0.086661,-0.00641673,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193525,0.0189423,0.00476266,0.00476266,2.45619E-07,2.45876E-07,0.00384437,0.00383295,7.23267E-08,0,3.92284E-05,0,0.214163,0.214164,3.78235,3.47642
A,0,1000,3.818,1,4,0.213589,0.213172,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865485,-0.00641373,0.0864046,0.010983,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.4603E-07,0.00384449,0.00383301,0,0,0,0,0.213588,0.213589,3.80003,3.47642
F1,0,1000,3.818,1,4,0.213839,0.212931,0.0147536,0.0143575,-0.0143809,-0.0147324,0.0866543,-0.00641368,0.086297,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193524,0.0189423,0.00476274,0.0047634,2.45797E-07,2.46085E-07,0.00384436,0.00383295,3.53629E-06,0,0.0002743,0,0.213837,0.213839,3.78233,3.47642
F2,0,1000,3.818,1,4,0.214136,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866604,-0.00641648,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193524,0.0189423,0.00476266,0.00476268,2.45634E-07,2.45892E-07,0.00384437,0.00383295,1.67265E-07,0,5.9656E-05,0,0.214135,0.214136,3.78235,3.47642
B,0,1000,3.818,1,4,0.270006,0.268773,0.0651248,-2.84342E-07,3.24094E-07,-0.0651295,0.0851812,-0.00571011,0.0862953,0.01079,0.00150935,0.00177516,0.00986068,0.00990835,0.0640146,0.0193491,0.0189456,0.0248376,0.0248395,1.29885E-06,1.30081E-06,0.00386876,0.00383288,0.101884,0,0.0465591,0,0.269464,0.26988,3.78114,3.47642
A,0,1000,3.818,1,5,0.213589,0.213172,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865485,-0.00641373,0.0864046,0.010983,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.4603E-07,0.00384449,0.00383301,0,0,0,0,0.213588,0.213589,3.80003,3.4081
F1,0,1000,3.818,1,5,0.244918,0.243797,0.0569077,-2.13322E-07,2.34927E-07,-0.0569117,0.0853741,-0.00580233,0.086295,0.0108421,0.00150935,0.00177527,0.00986071,0.00990835,0.0640146,0.0193491,0.0189457,0.01936,0.019353,1.01008E-06,1.01116E-06,0.00386307,0.00383289,0.0778055,0,0.040687,0,0.244536,0.244829,3.78108,3.4081
F2,0,1000,3.818,1,5,0.214136,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866604,-0.00641648,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193524,0.0189423,0.00476266,0.00476268,2.45634E-07,2.45892E-07,0.00384437,0.00383295,1.67265E-07,0,5.9656E-05,0,0.214135,0.214136,3.78235,3.4081
B,0,1000,3.818,1,5,0.214164,0.213235,0.0145887,0.0145236,-0.0145438,-0.0145685,0.086661,-0.00641673,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193525,0.0189423,0.00476266,0.00476266,2.45619E-07,2.45876E-07,0.00384437,0.00383295,7.23267E-08,0,3.92284E-05,0,0.214163,0.214164,3.78235,3.4081
A,0,1000,3.818,1,6,0.213589,0.213172,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865485,-0.00641373,0.0864046,0.010983,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.4603E-07,0.00384449,0.00383301,0,0,0,0,0.213587,0.213589,3.80004,3.23269
F1,0,1000,3.818,1,6,0.192807,0.192251,0.0277416,0.00256458,-0.00272343,-0.0275901,0.0861289,-0.0061556,0.0862994,0.0109736,0.00150939,0.00177552,0.00986069,0.00990846,0.0640147,0.0193504,0.0189443,0.00672027,0.00667806,3.52641E-07,3.50904E-07,0.00384817,0.00383293,0.0150389,0,0.0178879,0,0.192664,0.192796,3.78148,3.23269
F2,0,1000,3.818,1,6,0.214136,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866604,-0.00641648,0.0862971,0.0109829,0.00150941,0.00177556,0.00986064,0.00990859,0.0640147,0.0193524,0.0189423,0.00476266,0.00476268,2.45634E-07,2.45892E-07,0.00384437,0.00383295,1.67265E-07,0,5.96559E-05,0,0.214135,0.214136,3.78235,3.23269
