blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk,p_rail
F1,0,20000,0,1,3,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.78683E-26,0,3.19156E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,20000,0,1,3,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,3.4816E-25,0,8.62922E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,20000,0,1,3,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.53885E-26,0,3.10762E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,20000,0,1,4,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,20000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.78878E-26,0,3.19204E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,20000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.55972E-26,0,3.11474E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,20000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,3.37297E-25,0,8.47902E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,20000,0,1,5,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,20000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,2.44233E-25,0,7.20969E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,20000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.55883E-26,0,3.1144E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,20000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.53911E-26,0,3.10766E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,20000,0,1,6,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,20000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,7.71979E-26,0,4.04877E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,20000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.56002E-26,0,3.11483E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,20000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.53956E-26,0,3.10782E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,20000,0.4243,1,0,0.295626,0.296557,0.020316,0.020264,-0.0203871,-0.0204161,0.0909236,-0.00676216,0.0895157,0.0117675,0.00156297,0.00176149,0.0102713,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.91161E-07,7.72345E-08,0.00426992,0.00414282,0,0,0,0,0.295627,0.295627,0.408802,3.97255
F1,0,20000,0.4243,1,0,0.295949,0.296227,0.0203163,0.0202649,-0.0203862,-0.0204147,0.0910266,-0.00676202,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90858E-07,7.73373E-08,0.00426972,0.0041428,4.37849E-08,0,3.05221E-05,0,0.295949,0.295949,0.393676,3.97255
F2,0,20000,0.4243,1,0,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910267,-0.00676213,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90848E-07,7.73331E-08,0.00426972,0.0041428,2.07093E-09,0,6.63796E-06,0,0.295953,0.295953,0.393677,3.97255
B,0,20000,0.4243,1,0,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910267,-0.00676214,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90848E-07,7.73327E-08,0.00426972,0.0041428,8.95488E-10,0,4.36497E-06,0,0.295953,0.295953,0.393677,3.97255
A,0,20000,0.4243,1,1,0.295626,0.296557,0.0203159,0.020264,-0.0203871,-0.0204161,0.0909236,-0.00676214,0.0895157,0.0117675,0.00156297,0.00176149,0.0102713,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.91164E-07,7.72333E-08,0.00426993,0.00414282,0,0,0,0,0.295626,0.295626,0.408747,3.974
F1,0,20000,0.4243,1,1,0.295008,0.295284,0.0247975,0.0158477,-0.0159545,-0.0249111,0.0910111,-0.00670586,0.0894123,0.0117665,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208417,0.02045,0.00947493,0.0094728,4.04819E-07,8.11221E-08,0.00427027,0.0041428,0.00191418,0,0.0063818,0,0.295008,0.295007,0.39294,3.974
F2,0,20000,0.4243,1,1,0.295008,0.295284,0.0247975,0.0158477,-0.0159545,-0.0249111,0.0910111,-0.00670586,0.0894123,0.0117665,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208417,0.02045,0.00947493,0.0094728,4.04819E-07,8.11221E-08,0.00427027,0.0041428,0.00191418,0,0.0063818,0,0.295008,0.295007,0.39294,3.974
B,0,20000,0.4243,1,1,0.295008,0.295284,0.0247975,0.0158477,-0.0159545,-0.0249111,0.0910111,-0.00670586,0.0894123,0.0117665,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208417,0.02045,0.00947493,0.0094728,4.04819E-07,8.11221E-08,0.00427027,0.0041428,0.00191418,0,0.0063818,0,0.295008,0.295007,0.39294,3.974
A,0,20000,0.4243,1,2,0.295626,0.296557,0.020316,0.020264,-0.0203871,-0.0204161,0.0909236,-0.0067622,0.0895157,0.0117675,0.00156297,0.00176149,0.0102713,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.91162E-07,7.7234E-08,0.00426992,0.00414282,0,0,0,0,0.295626,0.295626,0.409009,3.97303
F1,0,20000,0.4243,1,2,0.295007,0.295285,0.0247978,0.0158474,-0.0159536,-0.024912,0.0910111,-0.00670587,0.0894123,0.0117665,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208417,0.0204501,0.00947492,0.00947284,4.04815E-07,8.11243E-08,0.00427027,0.0041428,0.00191433,0,0.00638205,0,0.295007,0.295007,0.393571,3.97303
F2,0,20000,0.4243,1,2,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910267,-0.00676214,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90849E-07,7.73326E-08,0.00426973,0.0041428,2.07083E-09,0,6.63779E-06,0,0.295952,0.295952,0.393707,3.97303
B,0,20000,0.4243,1,2,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910267,-0.00676215,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90848E-07,7.73322E-08,0.00426973,0.0041428,8.95441E-10,0,4.36486E-06,0,0.295953,0.295953,0.393707,3.97303
A,0,20000,0.4243,1,3,0.295626,0.296557,0.020316,0.020264,-0.0203871,-0.0204161,0.0909236,-0.0067622,0.0895157,0.0117675,0.00156297,0.00176149,0.0102713,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.91162E-07,7.7234E-08,0.00426992,0.00414282,0,0,0,0,0.295626,0.295626,0.409009,3.97303
F1,0,20000,0.4243,1,3,0.295949,0.296227,0.0203163,0.0202649,-0.0203862,-0.0204147,0.0910266,-0.00676201,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90859E-07,7.73368E-08,0.00426973,0.0041428,4.37826E-08,0,3.05213E-05,0,0.295949,0.295949,0.393707,3.97303
F2,0,20000,0.4243,1,3,0.295007,0.295285,0.0247978,0.0158474,-0.0159536,-0.024912,0.0910111,-0.00670587,0.0894123,0.0117665,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208417,0.0204501,0.00947492,0.00947284,4.04815E-07,8.11243E-08,0.00427027,0.0041428,0.00191433,0,0.00638205,0,0.295007,0.295007,0.393571,3.97303
B,0,20000,0.4243,1,3,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910267,-0.00676215,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90848E-07,7.73322E-08,0.00426973,0.0041428,8.95441E-10,0,4.36486E-06,0,0.295953,0.295953,0.393708,3.97303
A,0,20000,0.4243,1,4,0.295626,0.296557,0.020316,0.020264,-0.0203871,-0.0204161,0.0909236,-0.0067622,0.0895157,0.0117675,0.00156297,0.00176149,0.0102713,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.91162E-07,7.7234E-08,0.00426992,0.00414282,0,0,0,0,0.295626,0.295626,0.409009,3.97303
F1,0,20000,0.4243,1,4,0.295949,0.296227,0.0203163,0.0202649,-0.0203862,-0.0204147,0.0910266,-0.00676201,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90859E-07,7.73368E-08,0.00426973,0.0041428,4.37826E-08,0,3.05213E-05,0,0.295949,0.295949,0.393707,3.97303
F2,0,20000,0.4243,1,4,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910267,-0.00676214,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90849E-07,7.73326E-08,0.00426973,0.0041428,2.07083E-09,0,6.63779E-06,0,0.295952,0.295952,0.393708,3.97303
B,0,20000,0.4243,1,4,0.295007,0.295285,0.0247978,0.0158474,-0.0159536,-0.024912,0.0910111,-0.00670587,0.0894123,0.0117665,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208417,0.0204501,0.00947492,0.00947284,4.04815E-07,8.11243E-08,0.00427027,0.0041428,0.00191433,0,0.00638205,0,0.295007,0.295007,0.393571,3.97303
A,0,20000,0.4243,1,5,0.295626,0.296557,0.020316,0.020264,-0.0203871,-0.0204161,0.0909236,-0.0067622,0.0895157,0.0117675,0.00156297,0.00176149,0.0102713,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.91162E-07,7.7234E-08,0.00426992,0.00414282,0,0,0,0,0.295626,0.295626,0.409009,3.97288
F1,0,20000,0.4243,1,5,0.29517,0.295447,0.0240048,0.0166193,-0.0167283,-0.0241159,0.0910141,-0.00671722,0.0894122,0.0117667,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208417,0.0204501,0.00939827,0.00939666,4.00701E-07,8.00693E-08,0.00427011,0.0041428,0.0013027,0,0.0052647,0,0.29517,0.29517,0.393583,3.97288
F2,0,20000,0.4243,1,5,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910267,-0.00676214,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90849E-07,7.73326E-08,0.00426973,0.0041428,2.07083E-09,0,6.63779E-06,0,0.295952,0.295952,0.393707,3.97288
B,0,20000,0.4243,1,5,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910267,-0.00676215,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90848E-07,7.73322E-08,0.00426973,0.0041428,8.95441E-10,0,4.36486E-06,0,0.295953,0.295953,0.393707,3.97288
A,0,20000,0.4243,1,6,0.295626,0.296557,0.020316,0.020264,-0.0203871,-0.0204161,0.0909236,-0.00676218,0.0895157,0.0117675,0.00156297,0.00176149,0.0102713,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.91162E-07,7.72342E-08,0.00426992,0.00414282,0,0,0,0,0.295627,0.295627,0.408933,3.9726
F1,0,20000,0.4243,1,6,0.295647,0.295925,0.021729,0.018858,-0.0189753,-0.0218316,0.0910221,-0.00674784,0.0894122,0.0117671,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208417,0.02045,0.00925965,0.00925917,3.92807E-07,7.79592E-08,0.00426981,0.0041428,0.000196117,0,0.00204272,0,0.295647,0.295647,0.393679,3.9726
F2,0,20000,0.4243,1,6,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910267,-0.00676215,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90849E-07,7.73329E-08,0.00426972,0.0041428,2.07089E-09,0,6.63788E-06,0,0.295952,0.295953,0.393728,3.9726
B,0,20000,0.4243,1,6,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910267,-0.00676216,0.0894121,0.0117673,0.00156296,0.00176145,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90848E-07,7.73325E-08,0.00426972,0.0041428,8.95466E-10,0,4.36492E-06,0,0.295953,0.295953,0.393728,3.9726
A,0,20000,1.4142,1,0,0.295553,0.29651,0.0203741,0.0202008,-0.0203515,-0.0204481,0.0909124,-0.00668055,0.0895167,0.0117671,0.00156299,0.00176108,0.010271,0.0102706,0.0642518,0.020806,0.0204153,0.00923363,0.00923499,3.9309E-07,7.8846E-08,0.00427043,0.00414282,0,0,0,0,0.295553,0.295553,1.39893,3.9724
F1,0,20000,1.4142,1,0,0.295875,0.296181,0.0203739,0.0202023,-0.0203512,-0.0204462,0.0910153,-0.00668045,0.0894132,0.0117669,0.00156299,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923411,0.00923406,3.92784E-07,7.89515E-08,0.00427023,0.0041428,4.86398E-07,0,0.00010173,0,0.295875,0.295875,1.38438,3.9724
F2,0,20000,1.4142,1,0,0.295915,0.29622,0.0203183,0.0202581,-0.0203768,-0.0204215,0.0910159,-0.0066808,0.0894132,0.0117669,0.00156299,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923403,3.92679E-07,7.89049E-08,0.00427022,0.0041428,2.30056E-08,0,2.21243E-05,0,0.295915,0.295915,1.38438,3.9724
B,0,20000,1.4142,1,0,0.295919,0.296224,0.020313,0.0202634,-0.020373,-0.0204243,0.0910159,-0.00668083,0.0894132,0.0117669,0.00156299,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923404,3.92669E-07,7.89005E-08,0.00427022,0.0041428,9.9478E-09,0,1.45484E-05,0,0.295919,0.295919,1.38438,3.9724
A,0,20000,1.4142,1,1,0.295553,0.29651,0.0203741,0.0202008,-0.0203515,-0.0204481,0.0909124,-0.00668057,0.0895167,0.0117671,0.00156299,0.00176108,0.010271,0.0102706,0.0642518,0.020806,0.0204153,0.00923363,0.00923499,3.9309E-07,7.88458E-08,0.00427043,0.00414282,0,0,0,0,0.295553,0.295553,1.39904,3.99215
F1,0,20000,1.4142,1,1,0.285991,0.286286,0.0356686,0.00584724,-0.0059485,-0.0357979,0.0908446,-0.00648716,0.0894145,0.011758,0.001563,0.00176103,0.0102701,0.0102707,0.0641821,0.0208401,0.0204504,0.0119378,0.0119143,5.52001E-07,1.23191E-07,0.00427664,0.0041428,0.0212664,0,0.0212715,0,0.285987,0.285987,1.38414,3.99215
F2,0,20000,1.4142,1,1,0.285991,0.286286,0.0356686,0.00584724,-0.0059485,-0.0357979,0.0908446,-0.00648716,0.0894145,0.011758,0.001563,0.00176103,0.0102701,0.0102707,0.0641821,0.0208401,0.0204504,0.0119378,0.0119143,5.52001E-07,1.23191E-07,0.00427664,0.0041428,0.0212664,0,0.0212715,0,0.285987,0.285987,1.38414,3.99215
B,0,20000,1.4142,1,1,0.285991,0.286286,0.0356686,0.00584724,-0.0059485,-0.0357979,0.0908446,-0.00648716,0.0894145,0.011758,0.001563,0.00176103,0.0102701,0.0102707,0.0641821,0.0208401,0.0204504,0.0119378,0.0119143,5.52001E-07,1.23191E-07,0.00427664,0.0041428,0.0212664,0,0.0212715,0,0.285987,0.285987,1.38414,3.99215
A,0,20000,1.4142,1,2,0.295553,0.29651,0.0203741,0.0202008,-0.0203515,-0.0204481,0.0909124,-0.00668054,0.0895167,0.0117671,0.00156299,0.00176108,0.010271,0.0102706,0.0642518,0.020806,0.0204152,0.00923363,0.00923499,3.93094E-07,7.88442E-08,0.00427044,0.00414282,0,0,0,0,0.295552,0.295553,1.39924,3.97898
F1,0,20000,1.4142,1,2,0.285993,0.286286,0.0356779,0.00584125,-0.00594398,-0.0358057,0.0908448,-0.00648728,0.0894146,0.011758,0.001563,0.00176103,0.0102701,0.0102707,0.0641822,0.0208401,0.0204504,0.0119377,0.0119141,5.52006E-07,1.23184E-07,0.00427665,0.0041428,0.0212652,0,0.0212709,0,0.285989,0.28599,1.38345,3.97898
F2,0,20000,1.4142,1,2,0.295915,0.29622,0.0203183,0.0202581,-0.0203768,-0.0204215,0.0910159,-0.0066807,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923403,3.92683E-07,7.89031E-08,0.00427023,0.0041428,2.30042E-08,0,2.21235E-05,0,0.295915,0.295915,1.38397,3.97898
B,0,20000,1.4142,1,2,0.295919,0.296224,0.020313,0.0202634,-0.020373,-0.0204243,0.091016,-0.00668074,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923404,3.92673E-07,7.88988E-08,0.00427023,0.0041428,9.94716E-09,0,1.45479E-05,0,0.295919,0.295919,1.38397,3.97898
A,0,20000,1.4142,1,3,0.295553,0.29651,0.0203741,0.0202008,-0.0203515,-0.0204481,0.0909124,-0.00668054,0.0895167,0.0117671,0.00156299,0.00176108,0.010271,0.0102706,0.0642518,0.020806,0.0204152,0.00923363,0.00923499,3.93094E-07,7.88442E-08,0.00427044,0.00414282,0,0,0,0,0.295552,0.295553,1.39924,3.97898
F1,0,20000,1.4142,1,3,0.295875,0.296181,0.0203738,0.0202023,-0.0203512,-0.0204463,0.0910154,-0.00668028,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923411,0.00923406,3.92788E-07,7.89498E-08,0.00427024,0.0041428,4.86367E-07,0,0.000101726,0,0.295875,0.295875,1.38396,3.97898
F2,0,20000,1.4142,1,3,0.285993,0.286286,0.0356779,0.00584125,-0.00594398,-0.0358057,0.0908448,-0.00648728,0.0894146,0.011758,0.001563,0.00176103,0.0102701,0.0102707,0.0641822,0.0208401,0.0204504,0.0119377,0.0119141,5.52006E-07,1.23184E-07,0.00427665,0.0041428,0.0212652,0,0.0212709,0,0.285989,0.28599,1.38344,3.97898
B,0,20000,1.4142,1,3,0.295919,0.296224,0.020313,0.0202634,-0.020373,-0.0204243,0.091016,-0.00668074,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923404,3.92673E-07,7.88988E-08,0.00427023,0.0041428,9.94716E-09,0,1.45479E-05,0,0.295919,0.295919,1.38397,3.97898
A,0,20000,1.4142,1,4,0.295553,0.29651,0.0203741,0.0202008,-0.0203515,-0.0204481,0.0909124,-0.00668054,0.0895167,0.0117671,0.00156299,0.00176108,0.010271,0.0102706,0.0642518,0.020806,0.0204152,0.00923363,0.00923499,3.93094E-07,7.88442E-08,0.00427044,0.00414282,0,0,0,0,0.295552,0.295553,1.39924,3.97898
F1,0,20000,1.4142,1,4,0.295875,0.296181,0.0203738,0.0202023,-0.0203512,-0.0204463,0.0910154,-0.00668028,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923411,0.00923406,3.92788E-07,7.89498E-08,0.00427024,0.0041428,4.86367E-07,0,0.000101726,0,0.295875,0.295875,1.38397,3.97898
F2,0,20000,1.4142,1,4,0.295915,0.29622,0.0203183,0.0202581,-0.0203768,-0.0204215,0.0910159,-0.0066807,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923403,3.92683E-07,7.89031E-08,0.00427023,0.0041428,2.30042E-08,0,2.21235E-05,0,0.295915,0.295915,1.38397,3.97898
B,0,20000,1.4142,1,4,0.285993,0.286286,0.0356779,0.00584125,-0.00594398,-0.0358057,0.0908448,-0.00648728,0.0894146,0.011758,0.001563,0.00176103,0.0102701,0.0102707,0.0641822,0.0208401,0.0204504,0.0119377,0.0119141,5.52006E-07,1.23184E-07,0.00427665,0.0041428,0.0212652,0,0.0212709,0,0.285989,0.28599,1.38344,3.97898
A,0,20000,1.4142,1,5,0.295553,0.29651,0.0203741,0.0202008,-0.0203515,-0.0204481,0.0909124,-0.00668056,0.0895167,0.0117671,0.00156299,0.00176108,0.010271,0.0102706,0.0642518,0.020806,0.0204153,0.00923363,0.00923499,3.93093E-07,7.88444E-08,0.00427044,0.00414282,0,0,0,0,0.295552,0.295553,1.39928,3.9765
F1,0,20000,1.4142,1,5,0.287463,0.287758,0.0328814,0.00826324,-0.00837424,-0.0329974,0.0908772,-0.0065283,0.0894143,0.0117603,0.00156299,0.001761,0.0102703,0.0102707,0.0641821,0.0208403,0.0204502,0.0110634,0.0110451,5.04076E-07,1.10326E-07,0.00427477,0.0041428,0.0144711,0,0.017547,0,0.28746,0.287461,1.38363,3.9765
F2,0,20000,1.4142,1,5,0.295915,0.29622,0.0203183,0.0202581,-0.0203768,-0.0204215,0.0910159,-0.00668072,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923403,3.92683E-07,7.89033E-08,0.00427023,0.0041428,2.30043E-08,0,2.21236E-05,0,0.295915,0.295915,1.38409,3.9765
B,0,20000,1.4142,1,5,0.295919,0.296224,0.020313,0.0202634,-0.020373,-0.0204243,0.091016,-0.00668076,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923404,3.92673E-07,7.8899E-08,0.00427023,0.0041428,9.94724E-09,0,1.4548E-05,0,0.295919,0.295919,1.38409,3.9765
A,0,20000,1.4142,1,6,0.295553,0.29651,0.0203741,0.0202008,-0.0203515,-0.0204481,0.0909124,-0.00668062,0.0895167,0.0117671,0.00156299,0.00176108,0.010271,0.0102706,0.0642518,0.020806,0.0204153,0.00923363,0.00923499,3.93092E-07,7.88449E-08,0.00427044,0.00414282,0,0,0,0,0.295552,0.295553,1.3993,3.9729
F1,0,20000,1.4142,1,6,0.292531,0.292832,0.0251062,0.0155365,-0.0156724,-0.0251918,0.0909657,-0.00663294,0.0894135,0.011765,0.00156299,0.00176099,0.0102708,0.0102706,0.0641821,0.0208408,0.0204499,0.00950785,0.00950229,4.14555E-07,8.59206E-08,0.00427125,0.0041428,0.00217859,0,0.0068083,0,0.292529,0.29253,1.38411,3.9729
F2,0,20000,1.4142,1,6,0.295915,0.29622,0.0203183,0.0202581,-0.0203768,-0.0204215,0.0910159,-0.00668076,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923403,3.92682E-07,7.89038E-08,0.00427023,0.0041428,2.30047E-08,0,2.21238E-05,0,0.295915,0.295915,1.38431,3.9729
B,0,20000,1.4142,1,6,0.295919,0.296224,0.020313,0.0202634,-0.020373,-0.0204243,0.091016,-0.00668081,0.0894132,0.0117669,0.00156298,0.00176104,0.010271,0.0102706,0.064182,0.0208411,0.0204497,0.00923405,0.00923404,3.92672E-07,7.88995E-08,0.00427023,0.0041428,9.94742E-09,0,1.45481E-05,0,0.295919,0.295919,1.38431,3.9729
